pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist
HIP 14810 d,HIP 14810,Radial Velocity,2009,981.8,nan,187.52,nan,5544.0,50.48
HIP 5158 b,HIP 5158,Radial Velocity,2009,345.72,nan,451.0,nan,4962.0,51.603
HIP 79431 b,HIP 79431,Radial Velocity,2009,111.7,nan,667.415,nan,3191.0,14.532
Kepler-4 b,Kepler-4,Transit,2009,3.2135,4.002,24.472,1650.0,5857.0,487.916
Kepler-5 b,Kepler-5,Transit,2009,3.5485,15.984,670.939,1750.0,6297.0,899.777
Kepler-6 b,Kepler-6,Transit,2009,3.2347,14.617,212.31,1460.0,5647.0,587.039
Kepler-7 b,Kepler-7,Transit,2009,4.8855,18.181,140.163,1630.0,5933.0,922.562
WASP-13 b,WASP-13,Transit,2009,4.353,13.675,114.419,nan,5950.0,227.537
WASP-15 b,WASP-15,Transit,2009,3.7521,15.805,171.628,nan,6300.0,282.091
WASP-16 b,WASP-16,Transit,2009,3.1186,13.675,394.109,nan,5700.0,194.134
WASP-17 b,WASP-17,Transit,2009,3.7354,20.961,247.907,nan,6550.0,405.908
WASP-18 b,WASP-18,Transit,2009,0.9415,13.899,3241.85,2429.0,6432.0,123.483
WASP-19 b,WASP-19,Transit,2009,0.7888,15.861,366.774,2113.0,5616.0,268.325
WASP-6 b,WASP-6,Transit,2009,3.361,12.543,148.426,1167.0,5438.0,197.119
gam1 Leo b,gam1 Leo,Radial Velocity,2009,428.5,nan,2790.43,nan,4330.0,39.888
24 Sex b,24 Sex,Radial Velocity,2010,452.8,nan,632.46,nan,5098.0,72.069
24 Sex c,24 Sex,Radial Velocity,2010,883.0,nan,273.32,nan,5098.0,72.069
CoRoT-10 b,CoRoT-10,Transit,2010,13.2406,10.87,874.0,600.0,5075.0,338.386
CoRoT-11 b,CoRoT-11,Transit,2010,2.9943,16.03,740.51,1657.0,6440.0,655.037
CoRoT-12 b,CoRoT-12,Transit,2010,2.828,16.14,291.438,1442.0,5675.0,1126.37
CoRoT-13 b,CoRoT-13,Transit,2010,4.0352,9.92,415.704,1700.0,5945.0,1148.93
CoRoT-14 b,CoRoT-14,Transit,2010,1.5121,12.22,2415.4,1952.0,6035.0,1744.6
CoRoT-8 b,CoRoT-8,Transit,2010,6.2123,6.39,69.92,nan,5080.0,322.037
GJ 1148 b,GJ 1148,Radial Velocity,2010,41.38,nan,96.7,nan,3287.0,11.014
HAT-P-14 b,HAT-P-14,Transit,2010,4.6277,15.917,1093.335,nan,6600.0,222.663
HAT-P-15 b,HAT-P-15,Transit,2010,10.8635,11.882,616.59,nan,5568.0,192.516
HAT-P-17 b,HAT-P-17,Transit,2010,10.3385,11.769,184.341,nan,5246.0,92.383
HAT-P-17 c,HAT-P-17,Radial Velocity,2010,5584.0,nan,1080.6,nan,5337.0,92.383
HAT-P-18 b,HAT-P-18,Transit,2010,5.508,11.153,62.61,852.0,4803.0,161.4
HAT-P-19 b,HAT-P-19,Transit,2010,4.0088,11.299,88.038,981.2,4962.0,202.078
HAT-P-20 b,HAT-P-20,Transit,2010,2.8753,9.718,2302.899,970.0,4595.0,71.037
HAT-P-21 b,HAT-P-21,Transit,2010,4.1245,12.442,1547.832,nan,5588.0,277.278
HAT-P-22 b,HAT-P-22,Transit,2010,3.2122,12.89,785.04,nan,5302.0,81.765
HAT-P-23 b,HAT-P-23,Transit,2010,1.2129,15.334,664.237,2056.0,5905.0,364.813
HAT-P-24 b,HAT-P-24,Transit,2010,3.3552,14.572,238.372,nan,6373.0,415.344
HAT-P-25 b,HAT-P-25,Transit,2010,3.6528,12.722,180.845,1182.0,5519.0,300.384
HAT-P-26 b,HAT-P-26,Transit,2010,4.2345,7.062,22.248,nan,5079.0,141.837
HD 10180 c,HD 10180,Radial Velocity,2010,5.7597,nan,13.222,nan,5911.0,38.961
HD 10180 d,HD 10180,Radial Velocity,2010,16.357,nan,12.014,nan,5911.0,38.961
HD 10180 e,HD 10180,Radial Velocity,2010,49.748,nan,25.585,nan,5911.0,38.961
HD 10180 f,HD 10180,Radial Velocity,2010,122.744,nan,22.947,nan,5911.0,38.961
HD 10180 g,HD 10180,Radial Velocity,2010,604.67,nan,23.265,nan,5911.0,38.961
HD 10180 h,HD 10180,Radial Velocity,2010,2205.0,nan,65.664,nan,5911.0,38.961
HD 102956 b,HD 102956,Radial Velocity,2010,6.4947,nan,305.117,nan,4985.0,121.89
HD 109246 b,HD 109246,Radial Velocity,2010,68.27,nan,273.334,nan,5844.0,67.835
HD 113538 b,HD 113538,Radial Velocity,2010,663.2,nan,114.41,nan,4462.0,16.282
HD 113538 c,HD 113538,Radial Velocity,2010,1818.0,nan,295.57,nan,4462.0,16.282
HD 145457 b,HD 145457,Radial Velocity,2010,176.13,nan,888.013,nan,4757.0,135.292
HD 1461 b,HD 1461,Radial Velocity,2010,5.7715,nan,6.44,nan,5765.0,23.453
HD 156668 b,HD 156668,Radial Velocity,2010,4.6455,nan,4.15,nan,4850.0,24.332
HD 163607 b,HD 163607,Radial Velocity,2010,75.2203,nan,249.052,nan,5522.0,67.786
HD 163607 c,HD 163607,Radial Velocity,2010,1272.0,nan,699.544,nan,5522.0,67.786
HD 164509 b,HD 164509,Radial Velocity,2010,280.17,nan,140.799,nan,5859.0,53.112
HD 1690 b,HD 1690,Radial Velocity,2010,533.0,nan,2793.726,nan,4374.0,752.615
HD 177830 c,HD 177830,Radial Velocity,2010,110.9,nan,47.672,nan,4949.0,62.767
HD 180314 b,HD 180314,Radial Velocity,2010,394.73,nan,7216.93,nan,4917.0,122.362
HD 200964 b,HD 200964,Radial Velocity,2010,606.3,nan,508.21,nan,4982.0,72.592
HD 200964 c,HD 200964,Radial Velocity,2010,852.5,nan,385.846,nan,4982.0,72.592
HD 218566 b,HD 218566,Radial Velocity,2010,225.7,nan,63.566,nan,4730.0,28.827
HD 25171 b,HD 25171,Radial Velocity,2010,1802.29,nan,290.814,nan,6125.0,55.615
HD 31253 b,HD 31253,Radial Velocity,2010,466.0,nan,197.055,nan,6130.0,58.144
HD 38283 b,HD 38283,Radial Velocity,2010,363.2,nan,127.132,nan,5981.0,38.062
HD 8535 b,HD 8535,Radial Velocity,2010,1313.0,nan,216.124,nan,6136.0,55.44
HD 97658 b,HD 97658,Radial Velocity,2010,9.4897,2.12,8.3,751.0,5212.0,21.562
HIP 12961 b,HIP 12961,Radial Velocity,2010,57.435,nan,114.419,nan,3901.0,23.371
KOI-217 b,KOI-217,Transit,2010,3.9051,12.442,nan,nan,5545.0,914.699
Kepler-11 b,Kepler-11,Transit,2010,10.3039,1.8,1.9,nan,5663.0,646.346
Kepler-11 c,Kepler-11,Transit,2010,13.0241,2.87,2.9,nan,5663.0,646.346
Kepler-11 d,Kepler-11,Transit,2010,22.6845,3.12,7.3,nan,5663.0,646.346
Kepler-11 e,Kepler-11,Transit,2010,31.9996,4.19,8.0,nan,5663.0,646.346
Kepler-11 f,Kepler-11,Transit,2010,46.6888,2.49,2.0,nan,5663.0,646.346
Kepler-11 g,Kepler-11,Transit,2010,118.3807,3.33,25.0,nan,5663.0,646.346
Kepler-40 b,Kepler-40,Transit,2010,6.8735,13.11,699.2,1620.0,6510.0,2305.01
Kepler-8 b,Kepler-8,Transit,2010,3.5225,15.872,187.52,1680.0,6213.0,1021.87
Kepler-9 b,Kepler-9,Transit,2010,19.2389,8.29,43.4,nan,5774.0,628.257
Kepler-9 c,Kepler-9,Transit,2010,38.9853,8.08,29.9,nan,5774.0,628.257
Kepler-9 d,Kepler-9,Transit,2010,1.5929,1.64,nan,2026.0,5777.0,628.257
Qatar-1 b,Qatar-1,Transit,2010,1.42,12.812,411.272,1418.0,5013.0,185.615
WASP-22 b,WASP-22,Transit,2010,3.5327,13.787,212.946,nan,6000.0,317.652
WASP-23 b,WASP-23,Transit,2010,2.9444,10.783,280.95,nan,5150.0,207.49
WASP-24 b,WASP-24,Transit,2010,2.3412,15.468,394.109,nan,6075.0,322.114
WASP-25 b,WASP-25,Transit,2010,3.7648,13.809,179.255,1217.0,5697.0,211.416
WASP-26 b,WASP-26,Transit,2010,2.7566,13.563,270.156,nan,6034.0,252.759
WASP-29 b,WASP-29,Transit,2010,3.9227,8.631,73.101,nan,4800.0,87.595
WASP-31 b,WASP-31,Transit,2010,3.4059,17.363,151.916,nan,6302.0,383.829
WASP-32 b,WASP-32,Transit,2010,2.7187,10.761,835.893,nan,6140.0,275.994
WASP-33 b,WASP-33,Transit,2010,1.2199,17.856,665.218,2781.7,7430.0,121.944
WASP-34 b,WASP-34,Transit,2010,4.3177,11.209,177.985,nan,5700.0,132.096
WASP-37 b,WASP-37,Transit,2010,3.5775,13.002,572.07,nan,5800.0,392.791
WASP-38 b,WASP-38,Transit,2010,6.8719,13.787,1093.335,nan,6180.0,136.24
WASP-8 b,WASP-8,Transit,2010,8.1587,12.666,807.288,nan,5600.0,89.961
XO-4 b,XO-4,Transit,2010,4.1251,14.011,451.319,nan,6397.0,272.655
alf Ari b,alf Ari,Radial Velocity,2010,380.8,nan,572.07,nan,4553.0,20.21
7 CMa b,7 CMa,Radial Velocity,2011,735.1,nan,587.986,nan,4826.0,19.81
BD+48 738 b,BD+48 738,Radial Velocity,2011,392.6,nan,289.225,nan,4414.0,871.493
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,Imaging,2011,10037.5,nan,3337.1,370.0,580.5,nan
CoRoT-16 b,CoRoT-16,Transit,2011,5.3523,13.11,170.032,nan,5650.0,732.409
CoRoT-17 b,CoRoT-17,Transit,2011,3.7681,11.43,772.29,1626.0,5740.0,1176.12
CoRoT-18 b,CoRoT-18,Transit,2011,1.9001,14.68,1102.82,1550.0,5440.0,764.889
CoRoT-19 b,CoRoT-19,Transit,2011,3.8971,14.46,352.78,2000.0,6090.0,790.663
CoRoT-23 b,CoRoT-23,Transit,2011,3.6313,11.77,889.9,1660.0,5900.0,1060.97
HAT-P-27 b,HAT-P-27,Transit,2011,3.0396,11.43,197.05,nan,5316.0,199.173
HAT-P-28 b,HAT-P-28,Transit,2011,3.2572,13.585,198.953,1384.0,5680.0,401.319
HAT-P-29 b,HAT-P-29,Transit,2011,5.7232,13.115,279.69,nan,6087.0,313.576
HAT-P-30 b,HAT-P-30,Transit,2011,2.8106,16.141,263.799,nan,6304.0,213.985
HAT-P-31 b,HAT-P-31,Transit,2011,5.0054,12.218,721.474,nan,6065.0,344.05
HAT-P-32 b,HAT-P-32,Transit,2011,2.15,22.194,216.124,1835.7,6001.0,289.205
HAT-P-33 b,HAT-P-33,Transit,2011,3.4745,20.737,292.404,nan,6446.0,396.11
HAT-P-34 b,HAT-P-34,Transit,2011,5.4527,13.417,1058.374,nan,6442.0,249.325
HAT-P-35 b,HAT-P-35,Transit,2011,3.6467,14.93,335.628,nan,6096.0,506.965
HAT-P-36 b,HAT-P-36,Transit,2011,1.3273,14.314,587.413,1781.0,5620.0,294.419
HAT-P-37 b,HAT-P-37,Transit,2011,2.7974,13.204,371.528,1271.0,5500.0,390.594
HD 100655 b,HD 100655,Radial Velocity,2011,157.57,nan,511.706,nan,4891.0,137.178
HD 102329 b,HD 102329,Radial Velocity,2011,778.1,nan,2593.493,nan,4745.0,217.107
HD 106270 b,HD 106270,Radial Velocity,2011,1888.0,nan,3219.618,nan,5509.0,93.808
HD 108863 b,HD 108863,Radial Velocity,2011,437.7,nan,767.242,nan,4878.0,164.742
HD 116029 b,HD 116029,Radial Velocity,2011,670.0,nan,444.962,nan,4819.0,123.245
HD 131496 b,HD 131496,Radial Velocity,2011,896.0,nan,572.094,nan,4846.0,131.849
HD 132563 b,HD 132563,Radial Velocity,2011,1544.0,nan,473.547,nan,6289.0,105.155
HD 137388 b,HD 137388,Radial Velocity,2011,330.0,nan,63.566,nan,5181.0,40.484
HD 142245 b,HD 142245,Radial Velocity,2011,1299.0,nan,975.738,nan,4922.0,97.23
HD 1502 b,HD 1502,Radial Velocity,2011,428.5,nan,874.032,nan,4947.0,190.953
HD 152581 b,HD 152581,Radial Velocity,2011,686.5,nan,594.024,nan,5027.0,165.76
HD 158038 b,HD 158038,Radial Velocity,2011,521.0,nan,486.28,nan,4860.0,94.862
HD 18742 b,HD 18742,Radial Velocity,2011,766.0,nan,1080.622,nan,4940.0,162.685
HD 192310 b,HD 192310,Radial Velocity,2011,74.72,nan,16.9,355.0,5166.0,8.797
HD 192310 c,HD 192310,Radial Velocity,2011,525.8,nan,24.0,185.0,5166.0,8.797
HD 204941 b,HD 204941,Radial Velocity,2011,1733.0,nan,73.101,nan,5026.0,28.716
HD 20794 b,HD 20794,Radial Velocity,2011,18.314,nan,2.15,nan,5368.0,6.003
HD 20794 d,HD 20794,Radial Velocity,2011,89.68,nan,2.98,nan,5368.0,6.003
HD 220773 b,HD 220773,Radial Velocity,2011,3724.7,nan,460.8,nan,5940.0,50.51
HD 222155 b,HD 222155,Radial Velocity,2011,3999.0,nan,673.8,nan,5701.0,50.608
HD 22781 b,HD 22781,Radial Velocity,2011,528.07,nan,4338.2,nan,5027.0,32.603
HD 240237 b,HD 240237,Radial Velocity,2011,745.7,nan,5050.319,nan,3926.0,933.377
HD 28678 b,HD 28678,Radial Velocity,2011,380.2,nan,490.094,nan,4972.0,189.908
HD 30856 b,HD 30856,Radial Velocity,2011,847.0,nan,491.683,nan,4895.0,131.199
HD 33142 b,HD 33142,Radial Velocity,2011,330.0,nan,400.464,nan,5025.4,121.375
HD 5891 b,HD 5891,Radial Velocity,2011,177.11,nan,2425.043,nan,4673.0,283.502
HD 7199 b,HD 7199,Radial Velocity,2011,615.0,nan,85.814,nan,5371.0,36.153
HD 79498 b,HD 79498,Radial Velocity,2011,1807.0,nan,425.892,nan,5748.0,48.949
HD 82886 b,HD 82886,Radial Velocity,2011,705.0,nan,740.544,nan,4953.0,127.061
HD 96063 b,HD 96063,Radial Velocity,2011,362.5,nan,403.644,nan,5020.0,140.065
HD 96127 b,HD 96127,Radial Velocity,2011,647.3,nan,6661.717,nan,3943.0,587.659
HD 98219 b,HD 98219,Radial Velocity,2011,433.8,nan,624.218,nan,4925.0,113.704
HD 99706 b,HD 99706,Radial Velocity,2011,841.0,nan,390.931,nan,4862.0,146.6
HIP 5158 c,HIP 5158,Radial Velocity,2011,9017.76,nan,4780.163,nan,4813.0,51.603
HIP 57274 b,HIP 57274,Radial Velocity,2011,8.1352,nan,6.357,nan,4510.0,25.862
HIP 57274 c,HIP 57274,Radial Velocity,2011,32.03,nan,130.0,nan,4640.0,25.862
HIP 57274 d,HIP 57274,Radial Velocity,2011,431.7,nan,167.4,nan,4640.0,25.862
KOI-13 b,KOI-13,Transit,2011,1.7636,16.948,2949.462,2550.0,7650.0,519.096
KOI-55 b,KOI-55,Orbital Brightness Modulation,2011,0.2401,0.759,0.44,nan,27730.0,1231.02
KOI-55 c,KOI-55,Orbital Brightness Modulation,2011,0.3429,0.867,0.655,nan,27730.0,1231.02
Kepler-10 b,Kepler-10,Transit,2011,0.8375,1.47,3.24,2188.0,5708.0,185.506
Kepler-10 c,Kepler-10,Transit,2011,45.2943,2.355,11.29,579.0,5708.0,185.506
Kepler-12 b,Kepler-12,Transit,2011,4.438,19.661,137.303,1480.0,5947.0,881.386
Kepler-14 b,Kepler-14,Transit,2011,6.7901,12.733,2669.66,nan,6395.0,nan
Kepler-15 b,Kepler-15,Transit,2011,4.9428,10.76,209.76,nan,5515.0,739.412
Kepler-16 b,Kepler-16,Transit,2011,228.776,8.449,105.833,nan,4450.0,75.085
Kepler-17 b,Kepler-17,Transit,2011,1.4857,14.68,778.65,1570.0,5781.0,720.753
Kepler-18 b,Kepler-18,Transit,2011,3.5047,2.0,6.9,nan,5345.0,433.047
Kepler-18 c,Kepler-18,Transit,2011,7.6416,5.49,17.3,nan,5345.0,433.047
Kepler-18 d,Kepler-18,Transit,2011,14.8589,6.98,16.4,nan,5345.0,433.047
Kepler-19 b,Kepler-19,Transit,2011,9.287,2.209,6.1,851.0,5541.0,218.562
Kepler-19 c,Kepler-19,Transit Timing Variations,2011,28.731,nan,13.1,nan,5544.0,218.562
Kepler-20 b,Kepler-20,Transit,2011,3.6961,1.773,9.7,1187.0,5495.0,282.563
Kepler-20 c,Kepler-20,Transit,2011,10.8541,2.894,11.1,828.0,5495.0,282.563
Kepler-20 d,Kepler-20,Transit,2011,77.6115,2.606,13.4,430.0,5495.0,282.563
Kepler-20 e,Kepler-20,Transit,2011,6.0985,0.821,0.76,1004.0,5495.0,282.563
Kepler-20 f,Kepler-20,Transit,2011,19.5783,0.952,1.4,681.0,5495.0,282.563
Kepler-22 b,Kepler-22,Transit,2011,289.8639,2.1,9.1,279.0,5596.0,194.642
Kepler-23 b,Kepler-23,Transit,2011,7.1,1.638,2.56,nan,5828.0,835.756
Kepler-23 c,Kepler-23,Transit,2011,10.74,3.005,7.81,nan,5828.0,835.756
Kepler-24 b,Kepler-24,Transit,2011,8.14,2.348,11.14,nan,6028.0,1156.81
Kepler-24 c,Kepler-24,Transit,2011,12.33,2.514,9.99,nan,6028.0,1156.81
Kepler-26 b,Kepler-26,Transit,2011,12.28,2.78,5.12,nan,3914.0,335.307
Kepler-26 c,Kepler-26,Transit,2011,17.2559,2.72,6.2,nan,3914.0,335.307
Kepler-27 b,Kepler-27,Transit,2011,15.3348,4.0,2895.31,nan,5400.0,1044.36
Kepler-27 c,Kepler-27,Transit,2011,31.3309,4.9,4385.87,nan,5400.0,1044.36
Kepler-28 b,Kepler-28,Transit,2011,5.91,1.959,1.63,nan,4499.3,438.359
Kepler-28 c,Kepler-28,Transit,2011,8.99,1.857,2.06,nan,4499.3,438.359
Kepler-29 b,Kepler-29,Transit,2011,10.3397,2.55,5.0,nan,5378.0,832.532
Kepler-29 c,Kepler-29,Transit,2011,13.2861,2.34,4.5,nan,5378.0,832.532
Kepler-31 b,Kepler-31,Transit,2011,20.8613,5.5,nan,nan,6340.0,1664.64
Kepler-31 c,Kepler-31,Transit,2011,42.6318,5.3,1493.7,nan,6340.0,1664.64
Kepler-32 b,Kepler-32,Transit,2011,5.9012,2.2,1303.0,nan,3900.0,323.847
Kepler-32 c,Kepler-32,Transit,2011,8.7522,2.0,158.9,nan,3900.0,323.847
Kepler-33 b,Kepler-33,Transit,2011,5.6679,1.74,nan,nan,5904.0,1209.16
Kepler-33 c,Kepler-33,Transit,2011,13.1756,3.2,nan,nan,5904.0,1209.16
Kepler-33 d,Kepler-33,Transit,2011,21.776,5.35,nan,nan,5904.0,1209.16
Kepler-33 e,Kepler-33,Transit,2011,31.7844,4.02,nan,nan,5904.0,1209.16
Kepler-33 f,Kepler-33,Transit,2011,41.029,4.46,nan,nan,5904.0,1209.16
Kepler-34 b,Kepler-34,Transit,2011,288.822,8.564,69.92,nan,5913.0,1800.82
Kepler-35 b,Kepler-35,Transit,2011,131.458,8.16,40.363,nan,5606.0,1819.17
Kepler-39 b,Kepler-39,Transit,2011,21.0872,13.9,6388.1,897.0,6350.0,1057.41
Kepler-41 b,Kepler-41,Transit,2011,1.8556,14.46,177.98,1790.0,5750.0,1093.08
Kepler-42 b,Kepler-42,Transit,2011,1.2138,0.78,nan,519.0,3068.0,40.06
Kepler-42 c,Kepler-42,Transit,2011,0.4533,0.73,nan,720.0,3068.0,40.06
Kepler-42 d,Kepler-42,Transit,2011,1.8652,0.57,nan,450.0,3068.0,40.06
Kepler-43 b,Kepler-43,Transit,2011,3.0241,13.664,1026.591,1620.0,6041.0,1005.84
Kepler-44 b,Kepler-44,Transit,2011,3.2467,12.22,317.82,1544.0,5800.0,1188.0
Kepler-45 b,Kepler-45,Transit,2011,2.4552,10.76,160.497,1000.0,3820.0,381.949
NY Vir b,NY Vir,Eclipse Timing Variations,2011,3160.0,nan,845.428,nan,32780.0,544.024
PSR J1719-1438 b,PSR J1719-1438,Pulsar Timing,2011,0.0907,nan,382.8,nan,4500.0,1200.0
Qatar-2 b,Qatar-2,Transit,2011,1.3371,14.056,792.635,1344.0,4645.0,181.374
TrES-5 b,TrES-5,Transit,2011,1.4822,13.384,568.916,1480.0,5171.0,360.313
WASP-35 b,WASP-35,Transit,2011,3.1616,14.572,225.659,nan,5990.0,202.218
WASP-36 b,WASP-36,Transit,2011,1.5374,14.874,750.397,1733.0,5959.0,386.346
WASP-39 b,WASP-39,Transit,2011,4.0553,14.336,89.31,1166.0,5485.0,213.982
WASP-43 b,WASP-43,Transit,2011,0.8135,10.424,565.714,nan,4400.0,86.747
WASP-44 b,WASP-44,Transit,2011,2.4238,12.33,276.512,1337.0,5420.0,364.512
WASP-45 b,WASP-45,Transit,2011,3.1261,10.604,306.388,1153.0,5150.0,211.196
WASP-46 b,WASP-46,Transit,2011,1.4304,13.159,607.055,1636.0,5600.0,375.31
WASP-48 b,WASP-48,Transit,2011,2.1436,16.814,254.264,nan,5920.0,454.144
WASP-50 b,WASP-50,Transit,2011,1.9551,13.07,466.829,1394.8,5400.0,184.848
75 Cet b,75 Cet,Radial Velocity,2012,696.62,nan,787.897,nan,4809.0,82.961
BD+20 274 b,BD+20 274,Radial Velocity,2012,578.2,nan,1334.886,nan,4296.0,1322.51
CoRoT-21 b,CoRoT-21,Transit,2012,2.7247,14.572,718.296,nan,6200.0,nan
GJ 3470 b,GJ 3470,Radial Velocity,2012,3.3366,4.57,13.9,593.5,3600.0,29.421
HAT-P-38 b,HAT-P-38,Transit,2012,4.6404,9.247,84.857,1082.0,5330.0,255.206
HAT-P-39 b,HAT-P-39,Transit,2012,3.5439,17.609,190.372,1752.0,6430.0,697.004
HAT-P-40 b,HAT-P-40,Transit,2012,4.4572,17.038,152.558,nan,6080.0,464.469
HAT-P-41 b,HAT-P-41,Transit,2012,2.694,22.978,378.218,nan,6390.0,348.185
HAT-P-42 b,HAT-P-42,Transit,2012,4.6419,14.348,331.801,1428.0,5743.0,405.238
HAT-P-43 b,HAT-P-43,Transit,2012,3.3326,13.63,nan,1353.0,5693.0,528.825
HATS-1 b,HATS-1,Transit,2012,3.4465,14.594,589.55,1359.0,5870.0,283.971
HD 150706 b,HD 150706,Radial Velocity,2012,5894.0,nan,861.28,nan,5961.0,28.27
HD 159868 c,HD 159868,Radial Velocity,2012,351.0,nan,244.093,nan,5534.0,55.85
HD 166724 b,HD 166724,Radial Velocity,2012,5144.0,nan,1121.89,nan,5127.0,45.134
HD 196067 b,HD 196067,Radial Velocity,2012,3413.7,nan,3623.244,nan,6072.0,39.935
HD 197037 b,HD 197037,Radial Velocity,2012,1035.7,nan,251.0,nan,6150.0,33.194
HD 207832 b,HD 207832,Radial Velocity,2012,160.07,nan,177.985,nan,5726.0,58.929
HD 207832 c,HD 207832,Radial Velocity,2012,1155.7,nan,232.016,nan,5710.0,58.929
HD 208527 b,HD 208527,Radial Velocity,2012,875.5,nan,3146.4,nan,4035.0,312.202
HD 219415 b,HD 219415,Radial Velocity,2012,2093.3,nan,317.83,nan,4820.0,165.184
HD 220074 b,HD 220074,Radial Velocity,2012,672.1,nan,5288.691,nan,3787.0,324.54
HD 220689 b,HD 220689,Radial Velocity,2012,2266.4,nan,355.334,nan,5921.0,46.878
HD 27631 b,HD 27631,Radial Velocity,2012,2198.14,nan,474.838,nan,5737.0,50.286
HD 37605 c,HD 37605,Radial Velocity,2012,2720.0,nan,1013.878,nan,5329.0,46.786
HD 4732 b,HD 4732,Radial Velocity,2012,371.74,nan,631.207,nan,4898.0,54.784
HD 4732 c,HD 4732,Radial Velocity,2012,3184.2,nan,1069.493,nan,4898.0,54.784
HD 5608 b,HD 5608,Radial Velocity,2012,768.7,nan,371.224,nan,4807.0,58.11
HD 66141 b,HD 66141,Radial Velocity,2012,480.5,nan,1906.9,nan,4323.0,68.151
HD 77338 b,HD 77338,Radial Velocity,2012,5.7361,nan,19.07,nan,5341.0,45.935
KELT-1 b,KELT-1,Transit,2012,1.2175,12.442,8654.15,nan,6516.0,268.43
KELT-2 A b,KELT-2 A,Transit,2012,4.1138,15.132,540.311,nan,6327.0,134.058
Kepler-21 b,Kepler-21,Transit,2012,2.7858,1.639,7.5,2015.0,6305.0,108.522
Kepler-30 b,Kepler-30,Transit,2012,29.3343,3.9,11.3,nan,5498.0,914.221
Kepler-30 c,Kepler-30,Transit,2012,60.3231,12.3,640.0,nan,5498.0,914.221
Kepler-30 d,Kepler-30,Transit,2012,143.3439,8.8,23.1,nan,5498.0,914.221
Kepler-32 d,Kepler-32,Transit,2012,22.7802,2.7,nan,nan,3900.0,323.847
Kepler-32 e,Kepler-32,Transit,2012,2.896,1.5,nan,nan,3900.0,323.847
Kepler-32 f,Kepler-32,Transit,2012,0.743,0.82,nan,nan,3900.0,323.847
Kepler-36 b,Kepler-36,Transit,2012,13.8682,1.498,3.83,nan,5979.0,527.956
Kepler-36 c,Kepler-36,Transit,2012,16.2186,3.679,7.13,nan,5979.0,527.956
Kepler-38 b,Kepler-38,Transit,2012,105.599,4.3,122.0,475.0,5623.0,1174.59
Kepler-46 b,Kepler-46,Transit,2012,33.6013,9.057,1907.0,543.0,5155.0,777.06
Kepler-46 c,Kepler-46,Transit Timing Variations,2012,57.011,nan,119.499,455.0,5155.0,777.06
Kepler-48 b,Kepler-48,Transit,2012,4.778,1.88,3.94,nan,5194.0,306.738
Kepler-48 c,Kepler-48,Transit,2012,9.674,2.71,14.61,nan,5194.0,306.738
Kepler-49 b,Kepler-49,Transit,2012,7.2,2.579,9.77,nan,4095.6,311.222
Kepler-49 c,Kepler-49,Transit,2012,10.91,2.444,8.38,nan,4095.6,311.222
Kepler-50 b,Kepler-50,Transit,2012,7.8125,1.71,nan,nan,6225.0,250.11
Kepler-50 c,Kepler-50,Transit,2012,9.3765,2.17,nan,nan,6225.0,250.11
Kepler-51 b,Kepler-51,Transit,2012,45.154,7.1,2.1,543.0,6018.0,783.831
Kepler-51 c,Kepler-51,Transit,2012,85.312,9.0,4.0,439.0,6018.0,783.831
Kepler-52 b,Kepler-52,Transit,2012,7.8774,2.1,135.0,nan,4075.0,321.542
Kepler-52 c,Kepler-52,Transit,2012,16.385,1.84,45.4,nan,4075.0,321.542
Kepler-53 b,Kepler-53,Transit,2012,18.649,2.89,111.0,nan,5858.0,1366.07
Kepler-53 c,Kepler-53,Transit,2012,38.5583,3.17,36.0,nan,5858.0,1366.07
Kepler-54 b,Kepler-54,Transit,2012,8.0109,2.1,nan,nan,3705.0,271.701
Kepler-54 c,Kepler-54,Transit,2012,12.0717,1.23,nan,nan,3705.0,271.701
Kepler-55 b,Kepler-55,Transit,2012,27.9481,2.43,nan,nan,4362.0,578.796
Kepler-55 c,Kepler-55,Transit,2012,42.1516,2.21,nan,nan,4362.0,578.796
Kepler-56 b,Kepler-56,Transit,2012,10.5016,6.51,22.1,nan,4840.0,912.994
Kepler-56 c,Kepler-56,Transit,2012,21.4024,9.8,181.0,nan,4840.0,912.994
Kepler-57 b,Kepler-57,Transit,2012,5.72,3.135,25.06,nan,5187.9,644.14
Kepler-57 c,Kepler-57,Transit,2012,11.6,2.196,6.86,nan,5187.9,644.14
Kepler-58 b,Kepler-58,Transit,2012,10.2185,2.78,35.5,nan,5843.0,969.252
Kepler-58 c,Kepler-58,Transit,2012,15.5742,2.86,53.0,nan,5843.0,969.252
Kepler-59 b,Kepler-59,Transit,2012,11.8682,1.1,nan,nan,6074.0,1163.22
Kepler-59 c,Kepler-59,Transit,2012,17.9801,1.98,nan,nan,6074.0,1163.22
Kepler-60 b,Kepler-60,Transit,2012,7.1334,1.71,4.19,nan,5905.0,1025.1
Kepler-60 c,Kepler-60,Transit,2012,8.9187,1.9,3.85,nan,5905.0,1025.1
Kepler-60 d,Kepler-60,Transit,2012,11.8981,1.99,4.16,nan,5905.0,1025.1
